0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2485e-005,2.2485e-005,2.2485e-005,2.2485e-005,1.8515e-005,1.8515e-005,1.8515e-005,1.8515e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00017976,0.00017976,0.00017976,0.00017976,0.00020424,0.00020424,0.00020424,0.00020424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00019888,0.00019888,0.00019888,0.00019888,0.00022612,0.00022612,0.00022612,0.00022612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00021656,0.00021656,0.00021656,0.00021654,0.00024944,0.00024944,0.00024944,0.00024946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00023183,0.00023183,0.00023183,0.00023181,0.00027517,0.00027517,0.00027517,0.00027519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0002484,0.0002484,0.0002484,0.00024838,0.0002996,0.0002996,0.0002996,0.00029962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00026295,0.00026295,0.00026295,0.00026291,0.00032605,0.00032605,0.00032605,0.00032609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00040764,0.00040764,0.00040764,0.0004076,0.00052436,0.00052436,0.00052436,0.0005244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00041266,0.00041266,0.00041266,0.0004126,0.00056034,0.00056034,0.00056034,0.0005604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00042174,0.00042174,0.00042174,0.00042168,0.00059226,0.00059226,0.00059226,0.00059232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
